creators,date,ia_formats,ia_id,ia_url,ol_id,publisher,text_filename,title,trove_url,version_id,work_id
"George Jeffrey|Perkins, Arthur J. (Arthur James), 1871-1944",1907,Item Tile|DjVu|Animated GIF|Text PDF|Abbyy GZ|Archive BitTorrent|Raw Cornell Book Zip|Dublin Core|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|MARC Binary|Metadata|Scandata,cu31924003182643,https://archive.org/details/cu31924003182643,OL24169301M,"Adelaide Printed by Vardon & sons, ltd.",cu31924003182643_djvu.txt,"A practical handbook on sheep and wool for the farmer, with which is incorporated Professor Perkins' report in 1906 on the sheep at the roseworthy agricultural college farm by Geo. Jeffrey ...",https://trove.nla.gov.au/version/49129017,49129017,10051865
Rolf Boldrewood 1826-1915,1969,DjVu|Animated GIF|Image Container PDF|Abbyy GZ|Archive BitTorrent|Dublin Core|Metadata|DjVuTXT|Djvu XML|Metadata|MARC|MARC Binary|Metadata|Scandata|Single Page Processed TIFF ZIP,oldmelbournemem00boldgoog,https://archive.org/details/oldmelbournemem00boldgoog,OL5729660M,Melbourne Heinemann,oldmelbournemem00boldgoog_djvu.txt,Old Melbourne memories [by] Rolf Boldrewood. Introduction and editorial commentary by C. E. Sayers.,https://trove.nla.gov.au/version/544219,544219,10070727
Rolf Boldrewood 1826-1915,1896,Item Tile|DjVu|Animated GIF|Text PDF|Abbyy GZ|Archive BitTorrent|Grayscale LuraTech PDF|Dublin Core|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|MARC Binary|Metadata|Metadata|MARC Source|Single Page Original JP2 Tar|Scandata,oldmelbournememo00bold,https://archive.org/details/oldmelbournememo00bold,OL7114646M,"London, New York Macmillan and Co.",oldmelbournememo00bold_djvu.txt,Old Melbourne memories [by] Rolf Boldrewood.,https://trove.nla.gov.au/version/1560640,1560640,10070727
Rolf Boldrewood 1826-1915,1884,Item Tile|DjVu|Animated GIF|Image Container PDF|Abbyy GZ|Archive BitTorrent|Metadata|DjVuTXT|Djvu XML|Metadata|Metadata|Scandata|Single Page Processed TIFF ZIP,oldmelbournemem01boldgoog,https://archive.org/details/oldmelbournemem01boldgoog,OL23448373M,George Robertson,oldmelbournemem01boldgoog_djvu.txt,Old Melbourne Memories,https://trove.nla.gov.au/version/3575747,3575747,10070727
"Athel D'Ombrain 1901-|Swan, Wendy.",1981,Item Tile|DjVu|Animated GIF|Text PDF|Abbyy GZ|Archive BitTorrent|Dublin Core|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|MARC Binary|Metadata|Metadata|MARC Source|Single Page Original JP2 Tar|Scandata|Contents,religionbusiness00stim,https://archive.org/details/religionbusiness00stim,OL3518420M,"Sydney, N.S.W Reed",religionbusiness00stim_djvu.txt,"Historic buildings of Maitland District Maitland, Morpeth, Raymond Terrace, Stroud and Ellalong areas Athel F. D'Ombrain ; text by Wendy Swan.",https://trove.nla.gov.au/version/183601587,183601587,10077826
"Wilkins, George H. Sir 1888-1958|Stefansson, Vilhjalmur, 1879-1962.|Lake, Simon, 1866-1945.|Danenhower, Sloan, 1885-|Sverdrup, H. U. 1888-1957.|Wilkins, John, 1614-1672.",1931,Item Tile|DjVu|Animated GIF|Text PDF|Abbyy GZ|Archive BitTorrent|Dublin Core|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|MARC Binary|Metadata|Metadata|MARC Source|Single Page Original JP2 Tar|Metadata|Scandata|Contents,undernorthpolewi00wilk,https://archive.org/details/undernorthpolewi00wilk,OL13576667M,"[New York] Brewer, Warren & Putnam",undernorthpolewi00wilk_djvu.txt,Under the North Pole the Wilkins-Ellsworth Submarine Expedition by Sir Hubert Wilkins.,https://trove.nla.gov.au/version/209695575,209695575,10103064
Robert Hamilton Mathews 1841-,1907,Item Tile|DjVu|Animated GIF|Text PDF|Abbyy GZ|Archive BitTorrent|Grayscale LuraTech PDF|Dublin Core|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|MARC Binary|Metadata|Metadata|MARC Source|Single Page Original JP2 Tar|Scandata,notesonaborigine00math,https://archive.org/details/notesonaborigine00math,OL7000127M,"Sidney W. A. Gullick, gov't printer",notesonaborigine00math_djvu.txt,Notes on the aborigines of New South Wales. By R. H. Mathews.  Published by authority of the government of New South Wales.,https://trove.nla.gov.au/version/1091819,1091819,1011399
Welbore St. Clair Baddeley 1856-,1913,DjVu|Animated GIF|Text PDF|Abbyy GZ|Archive BitTorrent|Raw Cornell Book Zip|Dublin Core|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|MARC Binary|Metadata|Scandata,cu31924030976504,https://archive.org/details/cu31924030976504,OL6573285M,Gloucester John Bellows,cu31924030976504_djvu.txt,Place-names of Gloucestershire a handbook by W. St. Clair Baddeley.,https://trove.nla.gov.au/version/49209609,49209609,10120879
"South Australia. Dept. of Mines.|Gee, Lionel C. E.|Brown, Henry Yorke Lyell, 1844-",1908,DjVu|Animated GIF|Image Container PDF|Abbyy GZ|Archive BitTorrent|Dublin Core|Metadata|DjVuTXT|Djvu XML|Metadata|MARC|Metadata|Scandata|Single Page Processed TIFF ZIP,arecordminessou00browgoog,https://archive.org/details/arecordminessou00browgoog,OL7001762M,"Adelaide C. E. Bristow, Government Printer",arecordminessou00browgoog_djvu.txt,"Record of the mines of South Australia. Compiled under the authority of the Hon. Laurence O'Loughlin, by Lionel C. E. Gee.  H. Y.L. Brown, Government Geologist.",https://trove.nla.gov.au/version/1095100,1095100,1014537
Angel Anguiano 1840-1921,1886,DjVu|Animated GIF|Image Container PDF|Abbyy GZ|Archive BitTorrent|Metadata|DjVuTXT|Djvu XML|Metadata|Metadata|Scandata|Single Page Processed TIFF ZIP,longituddelobse00angugoog,https://archive.org/details/longituddelobse00angugoog,OL7002781M,Mexico Oficina tip. de la Secretaría de fomento,longituddelobse00angugoog_djvu.txt,"Longitud del Observatorio astronómico nacional mexicano por señales telegráficas cambiadas directamente entre St. Louis, Missouri (E.U. de A.) y Tacubaya. Observador en Tacubaya, ingeniero Ángel Anguiano. Memoria que escribió y presenta á la Secretaría de fomento el ingeniero Angel Anguiano ...",https://trove.nla.gov.au/version/1097027,1097027,1016388
"Ward, Thomas of Queensland.|Fountain, Paul.",1907,Item Tile|DjVu|Animated GIF|Text PDF|Abbyy GZ|Archive BitTorrent|Grayscale LuraTech PDF|Dublin Core|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|MARC Binary|Metadata|Metadata|MARC Source|Single Page Raw JP2 ZIP|Scribe Scandata ZIP,ramblesofaustral00wardrich,https://archive.org/details/ramblesofaustral00wardrich,OL7002922M,London J. Murray,ramblesofaustral00wardrich_djvu.txt,Rambles of an Australian naturalist written by Paul Fountain ... from the notes and journals of Thomas Ward.,https://trove.nla.gov.au/version/1097248,1097248,1016603
"Great Britain. Court of King's Bench.|Saunders, Edmund, Sir, d. 1683, reporter.|Williams, John, 1757-1810, ed.|Patteson, John, Sir, 1790-1861, joint ed.|Williams, Edward Vaughan, Sir, 1797-1875, joint ed.",1833,DjVu|Animated GIF|Image Container PDF|Abbyy GZ|Archive BitTorrent|Dublin Core|Metadata|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|Metadata|Scandata,reportsmostlear00saungoog,https://archive.org/details/reportsmostlear00saungoog,OL7003303M,New York O. Halsted,reportsmostlear00saungoog_djvu.txt,"The reports of the most learned Sir Edmund Saunders, knt. of several pleadings and cases in the Court of King's Bench, in the time of the reign of His Most Excellent Majesty King Charles the Second. [1666-1672] Edited, with notes and references to the pleadings and cases, by John Williams.",https://trove.nla.gov.au/version/1097910,1097910,1017238
José María Salaverría 1873-1940,1918,Item Tile|DjVu|Animated GIF|Image Container PDF|Abbyy GZ|Archive BitTorrent|Dublin Core|Metadata|DjVuTXT|Djvu XML|Metadata|MARC|Metadata|Scandata|Single Page Processed TIFF ZIP,elpoemadelapamp00salagoog,https://archive.org/details/elpoemadelapamp00salagoog,OL6623602M,Madrid Calleja,elpoemadelapamp00salagoog_djvu.txt,"El poema de la pampa ""Martín Fierro"" y el criollismo español.",https://trove.nla.gov.au/version/261866605,261866605,10212690
Norman Duncan 1871-1916,1915,Item Tile|DjVu|Animated GIF|Text PDF|Abbyy GZ|Archive BitTorrent|Grayscale LuraTech PDF|Dublin Core|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|MARC Binary|Metadata|Metadata|MARC Source|Single Page Raw JP2 ZIP|Scribe Scandata ZIP,australianbyways00dunciala,https://archive.org/details/australianbyways00dunciala,OL7211860M,New York Harper & brothers,australianbyways00dunciala_djvu.txt,Australian byways the narrative of a sentimental traveler,https://trove.nla.gov.au/version/260716058,260716058,10260789
Norman Duncan 1871-1916,1915,Item Tile|DjVu|Animated GIF|Text PDF|Abbyy GZ|Archive BitTorrent|Dublin Core|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|Metadata Log|MARC Binary|Metadata|Metadata|MARC Source|Scandata|OCLC xISBN JSON,cihm_66696,https://archive.org/details/cihm_66696,OL25533882M,New York Harper,cihm_66696_djvu.txt,Australian byways the narrative of a sentimental traveler by Norman Duncan ; illustrated by George Harding :,https://trove.nla.gov.au/version/260744575,260744575,10260789
Fred Johns 1868-1932,1908,Item Tile|DjVu|Animated GIF|Image Container PDF|Abbyy GZ|Archive BitTorrent|Dublin Core|Metadata|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|Metadata|Scandata,johnssnotableau00johngoog,https://archive.org/details/johnssnotableau00johngoog,OL7008704M,Adelaide F. Johns,johnssnotableau00johngoog_djvu.txt,Johns's notable Australians and Who is who in Australasia a dictionary of biography containing records of the careers of men and women of distinction in the commonwealth of Australia and the dominion of New Zealand. By Fred Johns.,https://trove.nla.gov.au/version/1108433,1108433,1027095
"Joseph Banks 1743-1820|Solander, Daniel Charles, 1733-1782.|Britten, James, 1846-1924.|British Museum (Natural History). Dept. of Botany.",1900,Item Tile|DjVu|Animated GIF|Text PDF|Abbyy GZ|Archive BitTorrent|Biodiversity Heritage Library METS|Metadata|Dublin Core|Metadata|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 Tar|Metadata|MARC|Metadata|Metadata|Metadata|Name Metadata|Metadata|Scandata|Metadata,mobot31753000517836,https://archive.org/details/mobot31753000517836,OL14207742M,"London Printed by order of the Trustees of the British Museum, sold by Longmans",mobot31753000517836_djvu.txt,"Illustrations of Australian plants collected in 1770 during Captain Cook's voyage round the world in H.M.S. Endeavour by the Right Hon. Sir Joseph Banks and Daniel Solander, with determinations by James Britten.",https://trove.nla.gov.au/version/209763266,209763266,10285508
Ethel Turner 1870-1958,1908,Item Tile|DjVu|Animated GIF|Text PDF|Abbyy GZ|Archive BitTorrent|Grayscale LuraTech PDF|Dublin Core|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|MARC Binary|Metadata|Metadata|MARC Source|Single Page Raw JP2 ZIP|Scribe Scandata ZIP,inmistofmountain00turniala,https://archive.org/details/inmistofmountain00turniala,OL7125574M,London Ward Lock,inmistofmountain00turniala_djvu.txt,In the mist of the mountains by Ethel Turner (Mrs. H.R. Curlewis). Illustrations by J. Macfarlane.,https://trove.nla.gov.au/version/1613899,1613899,10289015
Beatrice Ethel Grimshaw 1870-1953,1921,Item Tile|DjVu|Animated GIF|Text PDF|Abbyy GZ|Archive BitTorrent|Grayscale LuraTech PDF|Dublin Core|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|MARC Binary|Metadata|Metadata|MARC Source|Single Page Raw JP2 ZIP|Scribe Scandata ZIP,mysouthseasweeth00grimiala,https://archive.org/details/mysouthseasweeth00grimiala,OL7113300M,New York The Macmillan company,mysouthseasweeth00grimiala_djvu.txt,My South Sea sweetheart by Beatrice Grimshaw.,https://trove.nla.gov.au/version/260720088,260720088,10294973
"F. A. Campbell|Campbell, Alexander James.|Macdonald, D. 1820-1889.|Mueller, Ferdinand von, 1825-1896.",1873,JPEG Thumb|DjVu|Animated GIF|Text PDF|Abbyy GZ|Archive BitTorrent|Biodiversity Heritage Library METS|Metadata|Raw Cornell Book Zip|Dublin Core|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|MARC Binary|Metadata|Metadata|Name Metadata|Metadata|Scandata,cu31924013973304,https://archive.org/details/cu31924013973304,OL6954559M,"Geelong G. Mercer; [etc., etc.",cu31924013973304_djvu.txt,"A year in the New Hebrides, Loyalty Islands, and New Caledonia. By F.A. Campbell. With an account of the early history of the New Hebrides missions, by A.J. Campbell ... a narrative of the voyages of the ""Dayspring,"" by D. M'Donald, D.D.; and an appendix, containing a contribution to the phytography of the New Hebrides, by Baron von Mueller ...",https://trove.nla.gov.au/version/49173172,49173172,10301390
A. Patchett Martin 1851-1902,1898,DjVu|Animated GIF|Image Container PDF|Abbyy GZ|Archive BitTorrent|Metadata|DjVuTXT|Djvu XML|Metadata|Metadata|Scandata|Single Page Processed TIFF ZIP,beginningsanaus00martgoog,https://archive.org/details/beginningsanaus00martgoog,OL7010765M,London H. Sotheran & Company,beginningsanaus00martgoog_djvu.txt,The beginnings of an Australian literature by A. Patchett Martin ...,https://trove.nla.gov.au/version/1112011,1112011,1030466
"Scratchley, Peter Sir 1835-1885|Kinloch-Cooke, Clement, Sir, 1854-1944.",1887,Item Tile|DjVu|Animated GIF|Standard LuraTech PDF|Abbyy GZ|Archive BitTorrent|Grayscale LuraTech PDF|Dublin Core|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|MARC Binary|Metadata|MARC Source|Single Page Original JP2 Tar|Scandata|Scan Factors,australiandefenc00scra,https://archive.org/details/australiandefenc00scra,OL22850380M,London Macmillan,australiandefenc00scra_djvu.txt,"Australian defences and New Guinea compiled from the papers of the late Major-General Sir Peter Scratchley by C. Kinloch Cooke, with an introductory memoir.",https://trove.nla.gov.au/version/260745227,260745227,10309833
"Lang, W H of Australia.|Lambert, George W., illus.",1908,Item Tile|DjVu|Animated GIF|Standard LuraTech PDF|Abbyy GZ|Archive BitTorrent|Grayscale LuraTech PDF|Dublin Core|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|MARC Binary|Metadata|MARC Source|Single Page Original JP2 Tar|Scandata|Scan Factors,austra00lang,https://archive.org/details/austra00lang,OL6999209M,London and Edinburgh T. C. & E. C. Jack,austra00lang_djvu.txt,"Australia by W. H. Lang; with twelve reproductions from original drawings in colour, by G. W. Lambert.",https://trove.nla.gov.au/version/260722158 261852656,260722158 261852656,10312605
"Lang, W H of Australia.|Lambert, George W., ill.",1908,Item Tile|DjVu|Animated GIF|Text PDF|Abbyy GZ|Archive BitTorrent|Grayscale LuraTech PDF|Dublin Core|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|MARC Binary|Metadata|Metadata|MARC Source|Single Page Raw JPEG Tar|Scandata,australia00lang,https://archive.org/details/australia00lang,OL7188670M,London and Edinburgh T. C. & E. C. Jack,australia00lang_djvu.txt,"Australia by W. H. Lang; with twelve reproductions from original drawings in colour, by G. W. Lambert.",https://trove.nla.gov.au/version/260722158 261852656,260722158 261852656,10312605
"St. Ledger, Anthony James Joseph 1861-",1919,Item Tile|DjVu|Animated GIF|Text PDF|Abbyy GZ|Archive BitTorrent|Dublin Core|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|MARC Binary|Metadata|MARC Source|Single Page Raw JP2 ZIP|Scribe Scandata ZIP,australiansocial00stleiala,https://archive.org/details/australiansocial00stleiala,OL7109940M,London Macmillan,australiansocial00stleiala_djvu.txt,Australian socialism an historical sketch of its origin & developments.,https://trove.nla.gov.au/version/1534909,1534909,1036229
"St. Ledger, Anthony James Joseph 1861-",1909,Item Tile|DjVu|Animated GIF|Text PDF|Abbyy GZ|Archive BitTorrent|Grayscale LuraTech PDF|Dublin Core|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|MARC Binary|Metadata|Metadata|MARC Source|Single Page Original JP2 Tar|Scandata,australiansocial00stle,https://archive.org/details/australiansocial00stle,OL23279595M,London Macmillan,australiansocial00stle_djvu.txt,Australian socialism an historical sketch of its origin & developments by A. St. Ledger.,https://trove.nla.gov.au/version/1118087 3228015,1118087 3228015,1036229
"St. Ledger, Anthony James Joseph 1861-",1909,Item Tile|DjVu|Animated GIF|Image Container PDF|Abbyy GZ|Archive BitTorrent|Dublin Core|Metadata|DjVuTXT|Djvu XML|Metadata|MARC|Metadata|Scandata|Single Page Processed TIFF ZIP,australiansocia00ledggoog,https://archive.org/details/australiansocia00ledggoog,OL7013670M,London Macmillan,australiansocia00ledggoog_djvu.txt,Australian socialism an historical sketch of its origin & developments by A. St. Ledger.,https://trove.nla.gov.au/version/1118087 3228015,1118087 3228015,1036229
Ada Cambridge 1844-1926,1903,Item Tile|Scribe Scandata ZIP|DjVu|Animated GIF|Text PDF|Abbyy GZ|Archive BitTorrent|Grayscale LuraTech PDF|Dublin Core|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|MARC Binary|Metadata|Metadata|MARC Source|Single Page Raw JP2 ZIP,thirtyyearsinaus00cambrich,https://archive.org/details/thirtyyearsinaus00cambrich,OL23347920M,London Methuen & Co.,thirtyyearsinaus00cambrich_djvu.txt,Thirty years in Australia by Ada Cambridge.,https://trove.nla.gov.au/version/1119022 3343480,1119022 3343480,1037105
Ada Cambridge 1844-1926,1903,DjVu|Animated GIF|Image Container PDF|Abbyy GZ|Archive BitTorrent|Dublin Core|Metadata|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|MARC Binary|Metadata|Scandata,thirtyyearsinau00cambgoog,https://archive.org/details/thirtyyearsinau00cambgoog,OL7014171M,London Methuen & Co.,thirtyyearsinau00cambgoog_djvu.txt,Thirty years in Australia by Ada Cambridge.,https://trove.nla.gov.au/version/1119022 3343480,1119022 3343480,1037105
James Backhouse 1794-1869,1843,JPEG Thumb|DjVu|Animated GIF|Image Container PDF|Abbyy GZ|Archive BitTorrent|Dublin Core|Metadata|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|MARC Binary|Metadata|Scandata,anarrativeavisi07backgoog,https://archive.org/details/anarrativeavisi07backgoog,OL6945061M,"London Hamilton, Adams and Co.",anarrativeavisi07backgoog_djvu.txt,A narrative of a visit to the Australian colonies by James Backhouse.,https://trove.nla.gov.au/version/49145592,49145592,10371634
Gerard Krefft 1830-1881,1869,Item Tile|DjVu|Animated GIF|Text PDF|Abbyy GZ|Archive BitTorrent|Biodiversity Heritage Library METS|Metadata|Grayscale LuraTech PDF|Dublin Core|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|MARC Binary|Metadata|Metadata|MARC Source|METS|Metadata|Metadata|Single Page Original JP2 Tar|Scandata,snakesofaustrali00kref,https://archive.org/details/snakesofaustrali00kref,OL7014425M,"Sydney T. Richards, Government Printer",snakesofaustrali00kref_djvu.txt,The snakes of Australia an illustrated and descriptive catalogue of all the known species. By Gerard Krefft...,https://trove.nla.gov.au/version/1119518 168585573,1119518 168585573,1037589
"Barton, G. B. 1836-1901",1866,DjVu|Animated GIF|Image Container PDF|Abbyy GZ|Archive BitTorrent|Dublin Core|Metadata|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|Metadata|Scandata,literatureinnew00bartgoog,https://archive.org/details/literatureinnew00bartgoog,OL7015481M,"Sydney T. Richards, govt. printer",literatureinnew00bartgoog_djvu.txt,Literature in New South Wales by G.B. Barton.,https://trove.nla.gov.au/version/1121718,1121718,1039666
Henry de Rosenbach Walker 1867-,1897,Item Tile|DjVu|Animated GIF|Text PDF|Abbyy GZ|Archive BitTorrent|Grayscale LuraTech PDF|Dublin Core|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|MARC Binary|Metadata|Metadata|MARC Source|Single Page Original JP2 Tar|Scandata,australasiandemo00walk,https://archive.org/details/australasiandemo00walk,OL23279570M,London T. F. Unwin,australasiandemo00walk_djvu.txt,Australasian democracy by Henry de R. Walker.,https://trove.nla.gov.au/version/1122849 3227959,1122849 3227959,1040762
Henry de Rosenbach Walker 1867-,1897,DjVu|Animated GIF|Image Container PDF|Abbyy GZ|Archive BitTorrent|Dublin Core|Metadata|DjVuTXT|Djvu XML|Metadata|MARC|Metadata|Scandata|Single Page Processed TIFF ZIP,australasiandem00walkgoog,https://archive.org/details/australasiandem00walkgoog,OL7016241M,London T. F. Unwin,australasiandem00walkgoog_djvu.txt,Australasian democracy by Henry de R. Walker.,https://trove.nla.gov.au/version/1122849 3227959,1122849 3227959,1040762
"Sydney Parkinson 1745?-1771|Parkinson, Sydney, 1745?-1771|Banks, Joseph, 1743-1820|Solander, Daniel Charles, 1733-1782",1773,Item Tile|Text PDF|Abbyy GZ|Archive BitTorrent|Dublin Core|DjVuTXT|Djvu XML|JSON|Metadata|Single Page Processed JP2 ZIP|MARC|MARC Binary|Metadata|Metadata|MARC Source|Single Page Original JP2 Tar|Scandata|Contents|Log|Log,b20663699,https://archive.org/details/b20663699,OL26526341M,"London Printed for Stanfield Parkinson, the editor, and sold by Richardson and Urquhart, etc",b20663699_djvu.txt,"A journal of a voyage to the South Seas, in His Majesty's ship, the Endeavour Faithfully transcribed from the papers of the late Sydney Parkinson. Draughtsman to Joseph Banks, Esq. on his late expedition, with Dr. Solander, round the world",https://trove.nla.gov.au/version/259791653,259791653,10418713
Western Australian Museum.|Field Museum of Natural History.,1981,DjVu|Animated GIF|Text PDF|Abbyy GZ|Archive BitTorrent|Dublin Core|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|MARC Binary|Metadata|Metadata|MARC Source|Single Page Original JP2 Tar|Scandata,sailorsbiography00ande,https://archive.org/details/sailorsbiography00ande,OL3522034M,"Perth, W.A Western Australian Museum",sailorsbiography00ande_djvu.txt,"Biological survey of Mitchell Plateau and Admiralty Gulf, Kimberley, Western Australia papers resulting from a joint field expedition to Mitchell Plateau, Kimberley by the Western Australian Museum, Perth, and the Field Museum of Natural History, Chicago, U.S.A., 1976-1977.",https://trove.nla.gov.au/version/209830402,209830402,10424879
"Ambrose Pratt 1874-1944|Deakin, Alfred, 1856-1919.",1908,Item Tile|DjVu|Animated GIF|Standard LuraTech PDF|Abbyy GZ|Archive BitTorrent|Grayscale LuraTech PDF|Dublin Core|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|MARC Binary|Metadata|MARC Source|Single Page Original JP2 Tar|Scandata|Scan Factors,davidsymefathero00prat,https://archive.org/details/davidsymefathero00prat,OL7017958M,"London [etc.] Ward, Lock & Co., Ltd.",davidsymefathero00prat_djvu.txt,"David Syme, the father of protection in Australia by Ambrose Pratt; with introduction by the Hon. Alfred Deakin ...",https://trove.nla.gov.au/version/1126060,1126060,1043832
"Ambrose Pratt 1874-1944|Deakin, Alfred, 1856-1919.",1908,Item Tile|DjVu|Animated GIF|Text PDF|Abbyy GZ|Archive BitTorrent|Grayscale LuraTech PDF|Dublin Core|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|MARC Binary|Metadata|Metadata|MARC Source|Single Page Raw JP2 ZIP|Scribe Scandata ZIP,davidsymefathero00pratuoft,https://archive.org/details/davidsymefathero00pratuoft,OL7133298M,"London Ward, Lock & co., ltd.",davidsymefathero00pratuoft_djvu.txt,"David Syme, the father of protection in Australia",https://trove.nla.gov.au/version/1650799,1650799,1043832
"Western Australia. Dept. of Lands and Surveys.|Julius, G. A.",1908,JPEG Thumb|DjVu|Animated GIF|Image Container PDF|Abbyy GZ|Archive BitTorrent|Dublin Core|Metadata|DjVuTXT|Djvu XML|Metadata|MARC|MARC Binary|Metadata|Scandata|Single Page Processed TIFF ZIP,westernaustrali01juligoog,https://archive.org/details/westernaustrali01juligoog,OL7018300M,"Perth F. W. Simpson, government printer",westernaustrali01juligoog_djvu.txt,"Western Australian timber tests, 1906.",https://trove.nla.gov.au/version/1126630,1126630,1044354
"Macarthur, Edward Sir 1789-1872",1841,Item Tile|DjVu|Animated GIF|Image Container PDF|Abbyy GZ|Archive BitTorrent|Dublin Core|Metadata|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|MARC Binary|Metadata|Scandata,colonialpolicya00gippgoog,https://archive.org/details/colonialpolicya00gippgoog,OL7018839M,London J. Murray,colonialpolicya00gippgoog_djvu.txt,"Colonial policy of 1840 and 1841 as illustrated by the governor's despatches, and proceedings of the Legislative Council of New South Wales. By Major Macarthur.",https://trove.nla.gov.au/version/1127594,1127594,1045245
"Michigan.|Glenn, Thomas H.",1867,DjVu|Animated GIF|Image Container PDF|Abbyy GZ|Archive BitTorrent|Metadata|DjVuTXT|Djvu XML|Metadata|Metadata|Scandata|Single Page Processed TIFF ZIP,journalconstitu00glengoog,https://archive.org/details/journalconstitu00glengoog,OL7019415M,"Lansing J. A. Kerr & co., printers to the state",journalconstitu00glengoog_djvu.txt,Journal of the Constitutional convention of the state of Michigan.,https://trove.nla.gov.au/version/1128533,1128533,1046131
C. W. Stainsfield,1883,DjVu|Animated GIF|Image Container PDF|Abbyy GZ|Archive BitTorrent|Dublin Core|Metadata|DjVuTXT|Djvu XML|Metadata|MARC|Metadata|Scandata|Single Page Processed TIFF ZIP,descriptivecata00staigoog,https://archive.org/details/descriptivecata00staigoog,OL7019563M,London C.W. Stainsfield,descriptivecata00staigoog_djvu.txt,"Descriptive catalogue of Australian tradesmen's tokens illustrated with woodcuts, also some account of the early silver pieces and gold coinage of Australia by C.W. Stainsfield.",https://trove.nla.gov.au/version/1128890,1128890,1046473
"Napier, Charles James Sir 1782-1853",1835,Item Tile|DjVu|Animated GIF|Image Container PDF|Abbyy GZ|Archive BitTorrent|Metadata|DjVuTXT|Djvu XML|Metadata|Metadata|Scandata|Single Page Processed TIFF ZIP,colonizationpar00napigoog,https://archive.org/details/colonizationpar00napigoog,OL7019657M,London T. & W. Boone,colonizationpar00napigoog_djvu.txt,Colonization particularly in Southern Australia: with some remarks on small farms and over population. By Colonel Charles James Napier.,https://trove.nla.gov.au/version/1129024,1129024,1046603
Albert B. Armitage 1864-1943,1905,DjVu|Animated GIF|Text PDF|Abbyy GZ|Archive BitTorrent|Dublin Core|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|MARC Binary|Metadata|Metadata|MARC Source|Single Page Original JP2 Tar|Scandata,twoyearsinantarc00armi,https://archive.org/details/twoyearsinantarc00armi,OL6964463M,London E. Arnold,twoyearsinantarc00armi_djvu.txt,Two years in the Antarctic being a narrative of the British national Antarctic expedition by Albert B. Armitage ....,https://trove.nla.gov.au/version/184903251,184903251,10539049
"Richardson, Henry Handel pseud.",1910,DjVu|Animated GIF|Image Container PDF|Abbyy GZ|Archive BitTorrent|Dublin Core|Metadata|DjVuTXT|Djvu XML|Metadata|MARC|Metadata|Scandata|Single Page Processed TIFF ZIP,gettingwisdom01richgoog,https://archive.org/details/gettingwisdom01richgoog,OL23389074M,New York Duffield,gettingwisdom01richgoog_djvu.txt,The getting of wisdom.,https://trove.nla.gov.au/version/3445672,3445672,1053971
