creators,date,ia_formats,ia_id,ia_url,ol_id,publisher,text_filename,title,trove_url,version_id,work_id
"Louis Becke 1855-1913|Jeffery, Walter, 1861-1922, joint author",1899,Item Tile|DjVu|Animated GIF|Text PDF|Abbyy GZ|Archive BitTorrent|Raw Cornell Book Zip|Dublin Core|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|MARC Binary|Metadata|Scandata,cu31924028616732,https://archive.org/details/cu31924028616732,OL24187954M,"New York Longmans, Green & co.",cu31924028616732_djvu.txt,Admiral Phillip the founding of New South Wales by Louis Becke and Walter Jeffery,https://trove.nla.gov.au/version/49129075,49129075,3107322
"Louis Becke 1855-1913|Jeffery, Walter, 1861-1922.",1899,Item Tile|DjVu|Animated GIF|Text PDF|Abbyy GZ|Archive BitTorrent|Grayscale LuraTech PDF|Dublin Core|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|MARC Binary|Metadata|MARC Source|Single Page Raw JP2 ZIP|Scribe Scandata ZIP,admiralphillipfo00beckrich,https://archive.org/details/admiralphillipfo00beckrich,OL7248701M,London T.Fisher Unwin,admiralphillipfo00beckrich_djvu.txt,Admiral Phillip the founding of New South Wales by Louis Becke and Walter Jeffery.,https://trove.nla.gov.au/version/261834464,261834464,3107322
"Great Britain. Parliament. House of Commons.|Peel, Arthur Wellesley Peel, 1st viscount, 1829-1912.|Blackmore, Edwin Gordon, b. 1837, ed.",1900,DjVu|Animated GIF|Text PDF|Abbyy GZ|Archive BitTorrent|Raw Cornell Book Zip|Dublin Core|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|MARC Binary|Metadata|Scandata,cu31924017877535,https://archive.org/details/cu31924017877535,OL6190753M,"Adelaide C. E. Bristow, Govt. Printer",cu31924017877535_djvu.txt,"The decisions of the Right. Hon. Arthur Wellesley Peel speaker of the House of Commons, from his election to the speakership, February 26, 1884 to his retirement from the Chair, April 9, 1895, on points of order, rules of debate, and the general practice of the House with an appendix of the standing orders of the House of Commons relative to public business, 1899. By Edwin Gordon Blackmore.",https://trove.nla.gov.au/version/49156444,49156444,31269226
Victoria. School of Horticulture|Victoria. Dept. of Agriculture,1894,DjVu|Animated GIF|Text PDF|Abbyy GZ|Archive BitTorrent|Biodiversity Heritage Library METS|Metadata|Raw Cornell Book Zip|Dublin Core|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|MARC Binary|Metadata|Metadata|Name Metadata|Metadata|Scandata,cu31924089509909,https://archive.org/details/cu31924089509909,OL24188669M,"Melbourne Dept. of Agriculture, Victoria",cu31924089509909_djvu.txt,Monthly lectures delivered at School of Horticulture by various specialists during 1892-1893,https://trove.nla.gov.au/version/49182743,49182743,31400817
"Conference of Vine-Growers' Associations (1894 Melbourne, Vic.)|Victoria. Dept. of Agriculture",1894,DjVu|Animated GIF|Text PDF|Abbyy GZ|Archive BitTorrent|Biodiversity Heritage Library METS|Metadata|Raw Cornell Book Zip|Dublin Core|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|MARC Binary|Metadata|Metadata|Name Metadata|Metadata|Scandata,cu31924089509875,https://archive.org/details/cu31924089509875,OL24188676M,"Melbourne Dept. of Agriculture, Victoria",cu31924089509875_djvu.txt,"Proceedings of Conference of Vine-Growers' Associations held in the Board Room, Lands Department, 10th and 11th May, 1894",https://trove.nla.gov.au/version/49065571,49065571,31408858
Victoria. Dept. of Agriculture.,1894,DjVu|Animated GIF|Text PDF|Abbyy GZ|Archive BitTorrent|Biodiversity Heritage Library METS|Metadata|Raw Cornell Book Zip|Dublin Core|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|MARC Binary|Metadata|Metadata|Name Metadata|Metadata|Scandata,cu31924089509826,https://archive.org/details/cu31924089509826,OL24188587M,"Melbourne Dept. of Agriculture, Victoria",cu31924089509826_djvu.txt,Poultry breeding and management for the English markets,https://trove.nla.gov.au/version/49069774,49069774,31408865
"New South Wales. Board of Trade.|Sawkins, Dansie Thomas.",1920,Item Tile|DjVu|Animated GIF|Text PDF|Abbyy GZ|Archive BitTorrent|Dublin Core|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|MARC Binary|Metadata|Metadata|MARC Source|Single Page Original JP2 Tar|Scandata,foodmemorandumpr00news,https://archive.org/details/foodmemorandumpr00news,OL6640481M,"Sydney W. A. Gullick, government printer",foodmemorandumpr00news_djvu.txt,"Food. A memorandum prepared in connection with an inquiry to be made by the N. S. W. Board of Trade. By D. T. Sawkins, M. A., statistical officer, New South Wales Board of Trade.",https://trove.nla.gov.au/version/180792975,180792975,31657515
H. Butler Stoney,1856,Item Tile|DjVu|Animated GIF|Image Container PDF|Abbyy GZ|Archive BitTorrent|Dublin Core|Metadata|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|MARC Binary|Metadata|Scandata,victoriawithade00stongoog,https://archive.org/details/victoriawithade00stongoog,OL6948133M,"London Smith, Elder, & Co.; [etc., etc.]",victoriawithade00stongoog_djvu.txt,"Victoria with a description of its principal cities, Melbourne and Geelong: and remarks on the present state of the colony; including an account of the Ballaarat disturbances, and of the death of Captain Wise, 40th regiment. By Capt. H. Butler Stoney ...",https://trove.nla.gov.au/version/49237652,49237652,31659709
United States. Trade Mission to Australia.,1964,JPEG Thumb|DjVu|Animated GIF|Text PDF|Abbyy GZ|Archive BitTorrent|Dublin Core|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|MARC Binary|Metadata|Metadata|MARC Source|Single Page Original JP2 Tar|Scandata,reportof1964tr00unit,https://archive.org/details/reportof1964tr00unit,OL5932043M,"Washington U.S. Dept. of Commerce, Bureau of International Commerce: [for sale by the Supt. of Docs., U.S. Govt. Print Off.",reportof1964tr00unit_djvu.txt,Report of the 1964 Trade Mission to Australia.,https://trove.nla.gov.au/version/180798867,180798867,31713278
Tasma 1848-1897,1889,Item Tile|DjVu|Animated GIF|Image Container PDF|Abbyy GZ|Archive BitTorrent|Metadata|DjVuTXT|Djvu XML|Metadata|Metadata|Scandata|Single Page Processed TIFF ZIP,unclepiperpiper00tasmgoog,https://archive.org/details/unclepiperpiper00tasmgoog,OL23454337M,Harper & Brothers,unclepiperpiper00tasmgoog_djvu.txt,Uncle Piper of Piper's Hill: An Australian Novel,https://trove.nla.gov.au/version/3591033,3591033,3181834
"Shackleton, Ernest Henry, Sir, 1874-1922.|Marston, George, illus.|British Antarctic Expedition (1907-1909)",1908,Text PDF|Abbyy GZ|Archive BitTorrent|Dublin Core|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|MARC Binary|Metadata|MARC Source|Single Page Original JP2 Tar|Scandata|Item Tile,190809auroraaust00unkn,https://archive.org/details/190809auroraaust00unkn,OL6557967M,"Printed at the sign of ʻThe Penguins' by Joyce and Wild. Latitude 77⁰ 32ʹ South, longitude 166⁰ 12ʹ east. Antarctica",190809auroraaust00unkn_djvu.txt,"Aurora australis. [Published at the winter quarters of the British Antarctic expedition, 1907, during the winter months of April, May, June, July 1908. Illustrated with lithographs and etchings by George Marston.",https://trove.nla.gov.au/version/253375638,253375638,31836215
Australia. Dept. of Home Affairs.|Australia. Federal Capital Director of Design and Construction.,1913,JPEG Thumb|DjVu|Animated GIF|Text PDF|Abbyy GZ|Archive BitTorrent|Raw Cornell Book Zip|Dublin Core|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|MARC Binary|Metadata|Scandata,cu31924005716570,https://archive.org/details/cu31924005716570,OL6620609M,"[Melbourne A.J. Mullett, government printer",cu31924005716570_djvu.txt,The federal capital. Report explanatory of the preliminary general plan.,https://trove.nla.gov.au/version/49109452,49109452,31880051
John Finnamore,1875,Item Tile|DjVu|Animated GIF|Text PDF|Abbyy GZ|Archive BitTorrent|Dublin Core|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|MARC Binary|Metadata|Metadata|MARC Source|Single Page Original JP2 Tar|Scandata,carpiotragedyinf00finn,https://archive.org/details/carpiotragedyinf00finn,OL6675666M,Melbourne G. Robertson,carpiotragedyinf00finn_djvu.txt,"Carpio, a tragedy in five acts by John Finnamore ...",https://trove.nla.gov.au/version/209746881,209746881,32419571
"Australia|Bignold, H. B.",1913,DjVu|Animated GIF|Text PDF|Abbyy GZ|Archive BitTorrent|Raw Cornell Book Zip|Dublin Core|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|MARC Binary|Metadata|Scandata,cu31924024351235,https://archive.org/details/cu31924024351235,OL6571882M,"Sydney Law Book Company of Australasia, Limited",cu31924024351235_djvu.txt,The Commonwealth of Australia constitution act (63 & 64 Vic. c. 12) together with introduction; table of statutes; table of cases; digest of cases and index by H.B. Bignold.,https://trove.nla.gov.au/version/49231901,49231901,32865887
"Solar Physics Committee (Great Britain)|Lockyer, William J. S. b. 1868.",1909,Item Tile|DjVu|Animated GIF|Text PDF|Abbyy GZ|Archive BitTorrent|Grayscale LuraTech PDF|Dublin Core|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|MARC Binary|Metadata|Metadata|MARC Source|Single Page Raw JP2 ZIP|Scribe Scandata ZIP,discussionofaust00solarich,https://archive.org/details/discussionofaust00solarich,OL7217965M,"London Printed for H.M. Stationery off., by Eyre and Spottiswoode, ltd.",discussionofaust00solarich_djvu.txt,"A discussion of Australian meteorology being a study of the pressure, rainfall and river changes, both seasonal and from year to year, together with a comparison of the air movements over Australia with those over South Africa and South America by William J. S. Lockyer ; under the direction of Sir Norman Lockyer.",https://trove.nla.gov.au/version/260751215,260751215,32871810
"American Historical Association|McLaughlin, Andrew Cunningham, 1861-1947.|Adams, Herbert Baxter, 1850-1901.|Fox, George Levi, 1852-1931.|Hart, Albert Bushnell, 1854-1943.|Haskins, Charles Homer, 1870-1937.|Salmon, Lucy Maynard, 1853-1927.|Stephens, H. Morse 1857-1919.",1899,DjVu|Animated GIF|Text PDF|Abbyy GZ|Archive BitTorrent|Grayscale LuraTech PDF|Dublin Core|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|MARC Binary|Metadata|Metadata|MARC Source|METS|Single Page Original JP2 Tar|Scandata,studyofhistoryin01amer,https://archive.org/details/studyofhistoryin01amer,OL528981M,New York The Macmillan Company,studyofhistoryin01amer_djvu.txt,"The study of history in schools report to the American Historical Association by the committee of seven, Andrew C. McLaughlin, chairman, Herbert B. Adams, George L. Fox, Albert Bushnell Hart, Charles H. Haskins, Lucy M. Salmon, H. Morse Stephens.",https://trove.nla.gov.au/version/260718877,260718877,33059761
"Meredith, Charles Mrs. 1812-1895",1853,Item Tile|DjVu|Animated GIF|Image Container PDF|Abbyy GZ|Archive BitTorrent|Dublin Core|Metadata|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|Metadata|Scandata,myhomeintasmani01meregoog,https://archive.org/details/myhomeintasmani01meregoog,OL23639788M,New York Bunce and brother,myhomeintasmani01meregoog_djvu.txt,My home in Tasmania,https://trove.nla.gov.au/version/3782027,3782027,3346021
Fred Guilhaus,2004,Item Tile|DjVu|Animated GIF|Text PDF|Abbyy GZ|Archive BitTorrent|Biodiversity Heritage Library METS|Metadata|Grayscale LuraTech PDF|Dublin Core|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|MARC Binary|Metadata|Metadata|MARC Source|Name Metadata|Metadata|Single Page Original JP2 Tar|Scandata,analystmonthlyjo09lond,https://archive.org/details/analystmonthlyjo09lond,OL8633193M,Wakefield Press,analystmonthlyjo09lond_djvu.txt,The AnalystPaperback,https://trove.nla.gov.au/version/260716136,260716136,33479062
Henri Merens,1907,Item Tile|DjVu|Animated GIF|Image Container PDF|Abbyy GZ|Archive BitTorrent|Dublin Core|Metadata|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|Metadata|Scandata,tudesurlescolon00meregoog,https://archive.org/details/tudesurlescolon00meregoog,OL23661455M,[Toulouse] Impr. coopérative toulousaine,tudesurlescolon00meregoog_djvu.txt,Étude sur les colonies anglaises autonomes de l'Australie et du Canada ...,https://trove.nla.gov.au/version/3788796,3788796,3350954
,1882,Item Tile|DjVu|Animated GIF|Text PDF|Abbyy GZ|Archive BitTorrent|Dublin Core|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|MARC Binary|Metadata|MARC Source|Single Page Original JP2 Tar|Microfilm Scandata XML,cihm_13595,https://archive.org/details/cihm_13595,OL23665783M,London International Employment & Emigration Agency,cihm_13595_djvu.txt,"The emigrants' guide being a statement culled from reliable sources, as to the relative merits of the Dominion of Canada, New South Wales, Victoria, South Australia, Queensland, Western Australia, New Zealand, Tasmania, Cape of Good Hope, Natal, United States of America, etc. : with their wages, cost of living, and other necessary information for those seeking new homes by John James Jones.Microform",https://trove.nla.gov.au/version/3795013,3795013,3355694
"Daniel Defoe 1661?-1731|Gavarni, Paul, 1804-1866, illus",1862,Item Tile|DjVu|Animated GIF|Text PDF|Abbyy GZ|Archive BitTorrent|Dublin Core|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|MARC Binary|Metadata|Metadata|MARC Source|Single Page Original JP2 Tar|Scandata|Contents,aventuresderobin00def,https://archive.org/details/aventuresderobin00def,OL25580258M,Paris Morizot,aventuresderobin00def_djvu.txt,Aventures de Robinson Crusoé illustrées par Gavarni,https://trove.nla.gov.au/version/209757147,209757147,3412494
Daniel Defoe 1661?-1731,1795,Scribe Scandata ZIP|DjVu|Animated GIF|Text PDF|Abbyy GZ|Archive BitTorrent|Grayscale LuraTech PDF|Dublin Core|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|Single Page Processed JPEG ZIP|MARC|MARC Binary|Metadata|Metadata|MARC Source|Single Page Raw JP2 ZIP,wonderfullifeand00defoiala,https://archive.org/details/wonderfullifeand00defoiala,OL7138259M,"New-York Printed by Hurtin & Commardinger, for E. Duyckinck, & Co.",wonderfullifeand00defoiala_djvu.txt,"The wonderful life and most surprising adventures of that renowned hero, Robinson Crusoe, who lived twenty-eight years on an uninhabited island which he afterwards colonised.",https://trove.nla.gov.au/version/261086334,261086334,3412494
Daniel Defoe 1661?-1731,1867,Item Tile|DjVu|Animated GIF|Image Container PDF|Abbyy GZ|Archive BitTorrent|Metadata|DjVuTXT|Djvu XML|Metadata|Metadata|Scandata|Single Page Processed TIFF ZIP,lifeandadventur22defogoog,https://archive.org/details/lifeandadventur22defogoog,OL20510261M,"O.S. Felt, 1867",lifeandadventur22defogoog_djvu.txt,Life and Adventures of Robinson Crusoe,https://trove.nla.gov.au/version/259799186,259799186,3415599
Daniel Defoe 1661?-1731|Sheila Thibodeau Lambrinos Collection - York University.,uuuu,Item Tile|DjVu|Animated GIF|Text PDF|Abbyy GZ|Archive BitTorrent|Grayscale LuraTech PDF|Dublin Core|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|MARC Binary|Metadata|MARC Source|Single Page Original JP2 Tar|Scandata,lifeadventrobcru00defo,https://archive.org/details/lifeadventrobcru00defo,OL24144374M,New York Hurst and Company,lifeadventrobcru00defo_djvu.txt,Life and adventures of Robinson Crusoe.,https://trove.nla.gov.au/version/261090280,261090280,3415599
"Fox, Mary Lady.|Whately, Richard, 1787-1863.",uuuu,Item Tile|DjVu|Animated GIF|Text PDF|Abbyy GZ|Archive BitTorrent|Grayscale LuraTech PDF|Dublin Core|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|MARC Binary|Metadata|MARC Source|Single Page Original JP2 Tar|Scandata,accountofexpedit00foxm,https://archive.org/details/accountofexpedit00foxm,OL24198162M,London R. Bentley,accountofexpedit00foxm_djvu.txt,Account of an expedition to the interior of New Holland edited by Lady Mary Fox.,https://trove.nla.gov.au/version/49149099,49149099,3418173
"New South Wales. Bureau of Statistics and Economics.|Coghlan, T. A.",1894,DjVu|Animated GIF|Text PDF|Abbyy GZ|Archive BitTorrent|Raw Cornell Book Zip|Dublin Core|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|MARC Binary|Metadata|Scandata,cu31924030376481,https://archive.org/details/cu31924030376481,OL22409298M,"Sydney C. Potter, government printer",cu31924030376481_djvu.txt,"General report on the eleventh census of New South Wales by T.A. Coghlan, government statistician ; illustrated with maps and diagrams.",https://trove.nla.gov.au/version/49248891,49248891,34381314
"George Wilson Waterhouse 1856-|Edmondson, Francis William",1886,Item Tile|DjVu|Animated GIF|Text PDF|Abbyy GZ|Archive BitTorrent|Raw Cornell Book Zip|Dublin Core|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|MARC Binary|Metadata|Scandata,cu31924024526885,https://archive.org/details/cu31924024526885,OL24153615M,Melbourne C. F. Maxwell,cu31924024526885_djvu.txt,"A digest of reported cases in the Supreme Court, Court of Insolvency, and the Courts of Mines and Vice-Admiralty of the colony of Victoria, from 1861 to 1885 by G.W. Waterhouse and F.W. Edmondson",https://trove.nla.gov.au/version/49181736,49181736,34383040
Betty Casey,1900,DjVu|Animated GIF|Text PDF|Abbyy GZ|Archive BitTorrent|Grayscale LuraTech PDF|Dublin Core|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|MARC Binary|Metadata|Metadata|MARC Source|Single Page Original JP2 Tar|Scandata,wildwhitesnowgum00case,https://archive.org/details/wildwhitesnowgum00case,OL22896694M,[Sydney Dymock's Book Arcade,wildwhitesnowgum00case_djvu.txt,The wild white snow gum collected verse. Photos. by John Casey.,https://trove.nla.gov.au/version/260755218,260755218,34403847
J. E. N. Veron,1992,DjVu|Animated GIF|Text PDF|Abbyy GZ|Archive BitTorrent|Biodiversity Heritage Library METS|Metadata|Grayscale LuraTech PDF|Dublin Core|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|Metadata|MARC|Metadata|Metadata Log|Metadata|Metadata|Name Metadata|Metadata|Scandata|Metadata|OCLC xISBN JSON,Hermatypiccoral00JENV,https://archive.org/details/Hermatypiccoral00JENV,OL21100577M,"Cape Ferguson, Qld Australian Institute of Marine Science",Hermatypiccoral00JENV_djvu.txt,Hermatypic corals of Japan J.E.N. Veron.,https://trove.nla.gov.au/version/209869201,209869201,34455693
William Blaxland Shoppee Benham 1860-|Australasian Antarctic Expedition (1911-1914),1921,Item Tile|DjVu|Animated GIF|Text PDF|Abbyy GZ|Archive BitTorrent|Biodiversity Heritage Library METS|Metadata|Dublin Core|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|MARC Binary|Metadata|Metadata|MARC Source|Name Metadata|Metadata|Single Page Original JP2 Tar|Scandata,polychaeta00benh,https://archive.org/details/polychaeta00benh,OL23759285M,[Sydney] Australasian Antarctic Expedition,polychaeta00benh_djvu.txt,Polychaeta by W.B. Benham.,https://trove.nla.gov.au/version/49151948,49151948,34501067
"Farmingdale, Me.|Webster, Henry Sewall, 1845- ed.|Stilphen, Asbury Coke, 1842- joint ed.|Maine Historical Society.",1909,DjVu|Animated GIF|Standard LuraTech PDF|Abbyy GZ|Archive BitTorrent|Grayscale LuraTech PDF|Dublin Core|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|MARC Binary|Metadata|MARC Source|Single Page Original JP2 Tar|Scandata|Scan Factors,vitalrecordsoffa00farm,https://archive.org/details/vitalrecordsoffa00farm,OL7011832M,"Gardiner, b The Reporter journal press",vitalrecordsoffa00farm_djvu.txt,"Vital records of Farmingdale, Maine, to the year, 1892. Editor, Henry Sewall Webster, A. M.; committee on publication, Asbury Coke Stilphen. Pub. under authority of the Maine historical society.",https://trove.nla.gov.au/version/261838120,261838120,34597334
Jason E. Hammond 1862-|Michigan.,1904,JPEG Thumb|DjVu|Animated GIF|Text PDF|Abbyy GZ|Archive BitTorrent|Grayscale LuraTech PDF|Dublin Core|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|MARC Binary|Metadata|MARC Source|Single Page Original JP2 Tar|Scandata,schoollawofmichi01hamm,https://archive.org/details/schoollawofmichi01hamm,OL7003124M,"Lansing, Mich The Hammond publishing co., limited",schoollawofmichi01hamm_djvu.txt,The school law of Michigan. By Jason E. Hammond.,https://trove.nla.gov.au/version/50122523,50122523,3461589
Jason E. Hammond 1862-1957|Michigan,1895,Item Tile|DjVu|Animated GIF|Text PDF|Abbyy GZ|Archive BitTorrent|Grayscale LuraTech PDF|Dublin Core|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|MARC Binary|Metadata|MARC Source|Single Page Original JP2 Tar|Scandata,schoollawofmichi00hamm,https://archive.org/details/schoollawofmichi00hamm,OL24349625M,Lansing R. Smith,schoollawofmichi00hamm_djvu.txt,The school law of Michigan,https://trove.nla.gov.au/version/50128498,50128498,3461589
"George Edwards Players|Wood, Henry, Mrs., 1814-1887",uuuu,Item Tile|DjVu|Animated GIF|Image Container PDF|Abbyy GZ|Archive BitTorrent|Dublin Core|Metadata|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|Metadata|Scandata,lordoakburnsdau02woodgoog,https://archive.org/details/lordoakburnsdau02woodgoog,OL25465625M,Australia Columbia,lordoakburnsdau02woodgoog_djvu.txt,Lord Oakburn's daughters,https://trove.nla.gov.au/version/209812127,209812127,34682428
,2006,Archive BitTorrent|Metadata|Metadata|Metadata|DjVu|Animated GIF|Text PDF|Abbyy GZ|DjVuTXT|Djvu XML|Single Page Processed JP2 ZIP|Scandata,PraxisOfAlainBadiou,https://archive.org/details/PraxisOfAlainBadiou,OL25293411M,"Melbourne, Australia re.press",Praxis_of_Alain_Badiou_djvu.txt,The Praxis of Alain Badiou,https://trove.nla.gov.au/version/180770851,180770851,34742136
,1916,Item Tile|Text PDF|Abbyy GZ|Archive BitTorrent|Dublin Core|DjVuTXT|Djvu XML|JSON|Metadata|Single Page Processed JP2 ZIP|MARC|MARC Binary|Metadata|Metadata|MARC Source|Single Page Original JP2 Tar|Scandata|Contents|Log|Log|Log,anzacbook00unse,https://archive.org/details/anzacbook00unse,OL6588706M,"London, New York [etc] Cassell",anzacbook00unse_djvu.txt,The Anzac book written and illustrated in Gallipoli by the men of Anzac for the benefit of patriotic funds connected with the A. & N.Z.A.C.,https://trove.nla.gov.au/version/262152408,262152408,34794078
"Monash, John Sir 1865-1931",1920,Item Tile|DjVu|Animated GIF|Text PDF|Abbyy GZ|Archive BitTorrent|Dublin Core|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|MARC Binary|Metadata|Metadata|MARC Source|Single Page Original JP2 Tar|Scandata,australianvictor00mona,https://archive.org/details/australianvictor00mona,OL6626002M,London Hutchinson & Co.,australianvictor00mona_djvu.txt,The Australian victories in France in 1918 by Lieutenant-General Sir John Monash ... with 9 folding maps in colour and 31 illustrations.,https://trove.nla.gov.au/version/209689425,209689425,3480585
United States. Dept. of the Interior|United States.   Dept. of Agriculture,1977,Item Tile|DjVu|Animated GIF|Text PDF|Abbyy GZ|Archive BitTorrent|Dublin Core|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|MARC Binary|Metadata|Metadata|MARC Source|Single Page Original JP2 Tar|Scandata|Contents,studyoffeesforgr5507unit,https://archive.org/details/studyoffeesforgr5507unit,OL25364135M,Washington Dept. of Agriculture,studyoffeesforgr5507unit_djvu.txt,Study of fees for grazing livestock on Federal lands a report from the Secretary of the Interior and the Secretary of the Agriculture,https://trove.nla.gov.au/version/183590412,183590412,3487674
"Charles Turley|Scott, Robert Falcon, 1868-1912",1914,DjVu|Animated GIF|Text PDF|Abbyy GZ|Archive BitTorrent|Dublin Core|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|MARC Binary|Metadata|Metadata|MARC Source|Single Page Original JP2 Tar|Scandata,voyagesofcaptain00turl,https://archive.org/details/voyagesofcaptain00turl,OL25462061M,London G. Bell,voyagesofcaptain00turl_djvu.txt,"The voyages of Captain Scott retold from 'The Voyage of the ""Discovery""' and 'Scott's Last Expedition' by Charles Turley ; with an introduction by J.M. Barrie",https://trove.nla.gov.au/version/260718373,260718373,3487937
"John Oren Reed 1856-1916|Guthe, Karl Eugen, 1866-1915",1915,Item Tile|DjVu|Animated GIF|Text PDF|Abbyy GZ|Archive BitTorrent|Grayscale LuraTech PDF|Dublin Core|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|MARC Binary|Metadata|Metadata|MARC Source|Single Page Raw JP2 ZIP|Scribe Scandata ZIP,manualofphysical00reedrich,https://archive.org/details/manualofphysical00reedrich,OL7083795M,"Ann Arbor, Mich G. Wahr",manualofphysical00reedrich_djvu.txt,A manual of physical measurements by John O. Reed ... and Karl E. Guthe ..,https://trove.nla.gov.au/version/260752919,260752919,3488331
"United States. Bureau of the Census|Steuart, William Mott, 1861-|Hartley, Eugene Fuller, 1879-",1918,Animated GIF|Text PDF|Abbyy GZ|Archive BitTorrent|Raw Cornell Book Zip|Dublin Core|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|MARC Binary|Metadata|Metadata|Scandata,cu31924092563653,https://archive.org/details/cu31924092563653,OL6621122M,Washington Govt. Print. Off.,cu31924092563653_djvu.txt,"Census of manufactures, 1914 prepared under the supervision of W. M. Steuart, Chief Statistician for Manufactures.",https://trove.nla.gov.au/version/49200074,49200074,3495406
Willard Higley Durham 1888-,1915,Item Tile|DjVu|Animated GIF|Text PDF|Abbyy GZ|Archive BitTorrent|Raw Cornell Book Zip|Dublin Core|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|MARC Binary|Metadata|Scandata,cu31924013351782,https://archive.org/details/cu31924013351782,OL24173042M,"New Haven Yale university press; [etc., etc.]",cu31924013351782_djvu.txt,"Critical essays of the eighteenth century, 1700-1725 ed. by Willard Higley Durham, Ph.D.",https://trove.nla.gov.au/version/49123385,49123385,3503535
Edward Micklethwaite Curr 1820-1889,1863,Item Tile|DjVu|Animated GIF|Text PDF|Abbyy GZ|Archive BitTorrent|Grayscale LuraTech PDF|Dublin Core|DjVuTXT|Djvu XML|Metadata|Single Page Processed JP2 ZIP|MARC|MARC Binary|Metadata|MARC Source|Single Page Original JP2 Tar|Scandata,puresaddlehorses01curr,https://archive.org/details/puresaddlehorses01curr,OL24431029M,Melbourne Wilson & Mackinnon,puresaddlehorses01curr_djvu.txt,"Pure saddle-horses and how to breed them in Australia together with a consideration of the history and merits of the English, Arab, Andalusian, & Australian breeds of horses by Edward M. Curr",https://trove.nla.gov.au/version/50919241,50919241,35127551
Samuel Allen McCoskry 1804-1886,1842,JPEG Thumb|DjVu|Animated GIF|Image Container PDF|Abbyy GZ|Archive BitTorrent|Metadata|DjVuTXT|Djvu XML|Metadata|Metadata|Scandata|Single Page Processed TIFF ZIP,episcopalbishop00mccogoog,https://archive.org/details/episcopalbishop00mccogoog,OL23548440M,"M. Bates, printer",episcopalbishop00mccogoog_djvu.txt,Episcopal Bishops: The Successors of the Apostles,https://trove.nla.gov.au/version/172814210 261837277,172814210 261837277,3522001
