children,contributors,date,form,fulltext_url,pages,parent,title,trove_id,url,volume
,"Lycett, Joseph, 1774?-",1825,Picture,http://nla.gov.au/nla.obj-135704911,0,,"View of the Governor's retreat, New Norfolk, Van Diemens Land / I. Lycett delt. et execute",nla.obj-135704911,https://trove.nla.gov.au/work/10924694,
,"Desrousseaux, Jacques",1972,Book,http://nla.gov.au/nla.obj-51074667,40,,Les Postes francaises en Extreme-Orient / [par] J. Desrousseaux ... [et al.],nla.obj-51074667,https://trove.nla.gov.au/work/10925515,
,A. V. E. N,1865,Book,http://nla.gov.au/nla.obj-70650432,32,,"Lost in the bush : a true tale, and The idiot / by A.V.E.N",nla.obj-70650432,https://trove.nla.gov.au/work/10927309,
,"Williams, Samuel Tamatoa",1847,Book,http://nla.gov.au/nla.obj-77100308,52,,"Pomare, Queen of Tahiti : a poem, with notes and an appendix",nla.obj-77100308,https://trove.nla.gov.au/work/10927500,
,"Walker, W. D",1935,Book,http://nla.gov.au/nla.obj-88862902,3,,"Three interesting narratives : illustrated by lantern slides, also standard 35 mm. cinematograph film where facilities are available / by W.D. Walker",nla.obj-88862902,https://trove.nla.gov.au/work/10928822,
,"Danks, B. (Benjamin), 1853-1921",1899-1901,Book,http://nla.gov.au/nla.obj-18735341,55,,A brief history of the New Britain Mission / by Benjamin Danks,nla.obj-18735341,https://trove.nla.gov.au/work/10929207,
,"Roberts, S. C. (Samuel Cuthbert)",1921-1924,Book,http://nla.gov.au/nla.obj-366154257,26,,"John Lees, the story of a remarkable life, pioneer, soldier, and settler : a glimpse at the early history of Australia / by Rev. S.C. Roberts, with an appreciation by Rev. James Colwell",nla.obj-366154257,https://trove.nla.gov.au/work/10929287,
,"Willoughby, Howard",1872-2001,Book,http://nla.gov.au/nla.obj-192942035,122,,"The critic in church, or, Melbourne preachers and preaching / [Howard Willoughby]",nla.obj-192942035,https://trove.nla.gov.au/work/10929653,
,Australia. Division of National Mapping,1984,Picture,http://nla.gov.au/nla.obj-232818315,0,,Australia : zones A and B for income tax purposes (including special zone areas) Natmap,nla.obj-232818315,https://trove.nla.gov.au/work/10933834,
,"Zhu, Yan",1800-1968,Book,http://nla.gov.au/nla.obj-48084808,125,,Tao shuo,nla.obj-48084808,https://trove.nla.gov.au/work/1094001,
,China. Ganmo'er she ji wei yuan hui,1929,Book,https://nla.gov.au/nla.obj-471407816,22,,Report on revenue policy / Commission of Financial Experts,nla.obj-471407816,https://trove.nla.gov.au/work/10954028,
,France,1793,Book,http://nla.gov.au/nla.obj-52876531,4,,"Decret de la Convention nationale, du 10 juin 1793, l'an second de la Republique francaise, une et indivisible, relatif a l'organisation du Jardin national des plantes et du Cabinet d'histoire naturelle, sous le nom du Museum d'histoire naturelle",nla.obj-52876531,https://trove.nla.gov.au/work/10954386,
,,1940-1949,Book,https://nla.gov.au/nla.obj-489079426,20,,Dancing instructions for the modern ballroom,nla.obj-489079426,https://trove.nla.gov.au/work/10959604,
,"Lucas, F. L. (Frank Laurence), 1894-1967",1933-1978,Book,http://nla.gov.au/nla.obj-38063353,33,,The criticism of poetry / by F. L. Lucas,nla.obj-38063353,https://trove.nla.gov.au/work/10973675,
,"Moulton, J. E. (James Egan), 1841-1909",1884-1911,Book,http://nla.gov.au/nla.obj-52774853,387,,Koe Tohi himi ʻae Jiaji Uesiliana ʻo Toga : moe Lotu taumaʻu / koe faʻu he faifekau ko Toketa Moulitoni,nla.obj-52774853,https://trove.nla.gov.au/work/10982123,
,France,1793,Book,http://nla.gov.au/nla.obj-19185004,4,,"Decret de la Convention nationale, du 21.e jour du 1.er mois de l'an 2.e [i.e. October 13, 1793] de la Republique francoise, une et indivisible ... qui ordonne de faire retourner les plaques de cheminees ou contre-feux portant des signes de feodalite",nla.obj-19185004,https://trove.nla.gov.au/work/10986019,
,"Eitel, Ernest J. (Ernest John), 1838-1908",1900-1992,Book,http://nla.gov.au/nla.obj-394157852,24,,China and the Far Eastern question : a study in political geography / by Rev. Dr. Eitel,nla.obj-394157852,https://trove.nla.gov.au/work/10989010,
,"Barwick, Garfield Edward John, Sir, 1903-",1963,Book,http://nla.gov.au/nla.obj-52837370,20,,Australian proposals for legislation for the control of restrictive trade practices and monopolies / [Garfield Barwick],nla.obj-52837370,https://trove.nla.gov.au/work/11016454,
,"Henderson, Alexander",1941-2004,Multi Volume Book,http://nla.gov.au/nla.obj-77324219,453,nla.obj-77324653,Henderson's Australian families : a genealogical and biographical record / compiled and edited by Alexander Henderson,nla.obj-77324219,https://trove.nla.gov.au/work/11037485,1.0
nla.obj-77324219,"Henderson, Alexander",1941-2004,Multi Volume Book,http://nla.gov.au/nla.obj-77324653,0,,Henderson's Australian families : a genealogical and biographical record / compiled and edited by Alexander Henderson,nla.obj-77324653,https://trove.nla.gov.au/work/11037485,
,"Monckton, William, 1853-",1821-1920,Book,http://nla.gov.au/nla.obj-52861897,287,,"Three years with Thunderbolt : being the narrative of William Monckton, who for three years attended the famous outlaw, Frederick Ward, better known as Captain Thunderbolt, as servant, companion and intimate friend : during which period he shared the bushranger's crimes and perils, and was twice severely wounded in encounters with the police / edited by Ambrose Pratt",nla.obj-52861897,https://trove.nla.gov.au/work/11064388,
,"St. Paul's Church (Cooma, N.S.W.)",1887,Book,http://nla.gov.au/nla.obj-62337324,1,,"St. Paul's Church, Cooma ... Christmas carols 1887",nla.obj-62337324,https://trove.nla.gov.au/work/11067073,
,"Rowlands, J. (Jabez), 1850-1921",1907,Book,http://nla.gov.au/nla.obj-107199677,1,,"Deep-sea melody : a description in verse of the passage of the Barque ""Serena"" from Norway to Melbourne / composed by J. Rowlands",nla.obj-107199677,https://trove.nla.gov.au/work/11067129,
,"Martyn, Thomas, 1735-1825",1784-1789,Multi Volume Book,http://nla.gov.au/nla.obj-82333949,100,nla.obj-80231281,"The universal conchologist : exhibiting the figure of every known shell, accurately drawn, and painted after nature, with a new systematic arrangement / by the author, Thomas Martyn = Le conchologiste universel : montrant la figure de chaque coquille, aujourd'hui connue, soigneusement dessinée, et peinte d'apres nature / le tout arrangé selon le systeme de l'auteur Thomas Martyn",nla.obj-82333949,https://trove.nla.gov.au/work/11080878,1.0
nla.obj-82333949,"Martyn, Thomas, 1735-1825",1784-1789,Multi Volume Book,http://nla.gov.au/nla.obj-80231281,0,,"The universal conchologist : exhibiting the figure of every known shell, accurately drawn, and painted after nature, with a new systematic arrangement / by the author, Thomas Martyn = Le conchologiste universel : montrant la figure de chaque coquille, aujourd'hui connue, soigneusement dessinée, et peinte d'apres nature / le tout arrangé selon le systeme de l'auteur Thomas Martyn",nla.obj-80231281,https://trove.nla.gov.au/work/11080878,
,Covent Garden Theatre,1831,Book,http://nla.gov.au/nla.obj-39851419,18,,"This present Wednesday April 6, 1831 will be performed the tragedy of Isabella, or, The fatal marriage ... To which will be added (3d time) a new melo-drama called Neuha's cave, or, The South Sea mutineers. Partly founded on Lord Byron's poem ""The Island""  ..",nla.obj-39851419,https://trove.nla.gov.au/work/11126966,
,Covent Garden Theatre,1786,Book,http://nla.gov.au/nla.obj-39850812,18,,"This present Saturday, December 2, 1786 will be performed a comedy called He wou'd be a soldier ... To which will be added ... Omai, or, A trip round the world ..",nla.obj-39850812,https://trove.nla.gov.au/work/11127043,
,"O'Keeffe, John, 1747-1833",1786,Book,http://nla.gov.au/nla.obj-39850711,18,,"At the Theatre Royal in Covent Garden this present Monday, May 8, 1786 The Duenna ... To which will be added (for the 47th time) a new pantomime called Omai, or, A trip round the world..",nla.obj-39850711,https://trove.nla.gov.au/work/11127121,
,"Vanbrugh, John, 1664-1726",1786,Book,http://nla.gov.au/nla.obj-39850010,18,,"At the Theatre Royal, Covent Garden this present Friday, January 20, 1786 will be presented (not acted these six years) the revived comedy of The mistake ... To which will be added (for the 27th time) a new pantomime called Omai, or, A trip round the world ..",nla.obj-39850010,https://trove.nla.gov.au/work/11127344,
,"Loutherbourg, Philippe Jacques de, 1740-1812",1785,Book,http://nla.gov.au/nla.obj-39851512,18,,An Account of the new pantomime called Omai or A trip round the world : performed last night for the first time at Covent Garden Theatre,nla.obj-39851512,https://trove.nla.gov.au/work/11127496,
,"O'Keeffe, John, 1747-1833",1785,Book,http://nla.gov.au/nla.obj-39850918,18,,"Account of Omai, a new pantomime : [review]",nla.obj-39850918,https://trove.nla.gov.au/work/11127699,
,Covent Garden Theatre,1779-1833,Book,http://nla.gov.au/nla.obj-39850007,18,,"Omai : playbills and criticisms, 1785-6",nla.obj-39850007,https://trove.nla.gov.au/work/11127967,
,"Theatre Royal, Drury Lane (London England)",1833,Book,http://nla.gov.au/nla.obj-20522239,1,,"This evening, Tuesday, Nov. 5, 1833 Their Majesties servants will perform the grand operatic play of The exile ... After which will be performed (6th time) a grand melo-dramatic romance called Prince Lee Boo ..",nla.obj-20522239,https://trove.nla.gov.au/work/11128246,
,"Paton, Maggie H",1876,Book,http://nla.gov.au/nla.obj-153746539,48,,A short account of missionary labours on one of the islands of New Hebrides group / by a Missionary's Wife,nla.obj-153746539,https://trove.nla.gov.au/work/11133335,
,,1889,Book,http://nla.gov.au/nla.obj-403711522,20,,"Souvenir of the opening of the Hawkesbury Bridge, May 1st, 1899",nla.obj-403711522,https://trove.nla.gov.au/work/11137639,
,"Robertson, James R. M",1882,Book,http://nla.gov.au/nla.obj-189519067,16,,The occurrence of opals in Central Australia and Queensland / James R.M. Robertson,nla.obj-189519067,https://trove.nla.gov.au/work/11153725,
,Victoria. Parliament. Legislative Council,1863,Book,http://nla.gov.au/nla.obj-72718731,16,,"Debate in the Legislative Council of Melbourne, Victoria, on the Melbourne & Hobson's Bay Railway Act Amendment Bill, 2nd and 3rd June, 1863",nla.obj-72718731,https://trove.nla.gov.au/work/11273995,
,"Garran, Andrew, 1825-1901",1880-1892,Book,http://nla.gov.au/nla.obj-187355711,0,,"Australasia illustrated / edited by Andrew Garran ; illustrated by leading Australian and American artists, under the supervision of Frederic B. Schell, with over eight hundred engravings on wood",nla.obj-187355711,https://trove.nla.gov.au/work/1127534,
,"Beer, Frederick",1877,Book,http://nla.gov.au/nla.obj-382720462,30,,"The Whole truth : being still ""later papers"" in the case of Dr. Frederick Beer, containing a resume of the moral assassination of which he has been a victim for more than twenty-one years",nla.obj-382720462,https://trove.nla.gov.au/work/11293211,
,"Turner, Henry Gyles, 1831-1920",1903,Book,http://nla.gov.au/nla.obj-74696830,44,,"The aims and objects of a literature society : being the inaugural address to the Australian Literature Society on accepting the office of President, 23rd March, 1903 / by Henry Gyles Turner",nla.obj-74696830,https://trove.nla.gov.au/work/11295148,
,Thompson & Harvey,1920-1939,Book,http://nla.gov.au/nla.obj-52793588,12,,Designs of leadlights / by Thompson & Harvey Ltd,nla.obj-52793588,https://trove.nla.gov.au/work/11295284,
,"Joseland, Howard, 1860-1930",1921-2002,Book,http://nla.gov.au/nla.obj-698447,158,,Angling in Australia and elsewhere / by Howard Joseland,nla.obj-698447,https://trove.nla.gov.au/work/11295432,
,"Burke, Robert O'Hara, 1821-1861",1861,Multi Volume Book,http://nla.gov.au/nla.obj-396883876,46,nla.obj-396866331,"The Burke and Wills exploring expedition : an account of the crossing the continent of Australia, from Cooper's Creek to Carpentaria, with biographical sketches of Robert O'Hara Burke and William John Wills",nla.obj-396883876,https://trove.nla.gov.au/work/11299937,1.0
,"Burke, Robert O'Hara, 1821-1861",1861,Multi Volume Book,http://nla.gov.au/nla.obj-61875251,46,nla.obj-396866331,"The Burke and Wills exploring expedition : an account of the crossing the continent of Australia, from Cooper's Creek to Carpentaria, with biographical sketches of Robert O'Hara Burke and William John Wills",nla.obj-61875251,https://trove.nla.gov.au/work/11299937,2.0
nla.obj-396883876|nla.obj-61875251,"Burke, Robert O'Hara, 1821-1861",1861,Multi Volume Book,http://nla.gov.au/nla.obj-396866331,0,,"The Burke and Wills exploring expedition : an account of the crossing the continent of Australia, from Cooper's Creek to Carpentaria, with biographical sketches of Robert O'Hara Burke and William John Wills",nla.obj-396866331,https://trove.nla.gov.au/work/11299937,
,"Curran, J. Milne",1891,Book,http://nla.gov.au/nla.obj-392011236,76,,"A contribution to the geology and petrography of Bathurst, New South Wales / by J. Milne Curran",nla.obj-392011236,https://trove.nla.gov.au/work/11302209,
,"Stephens, J. Brunton (James Brunton), 1835-1902",1892,Book,http://nla.gov.au/nla.obj-77278569,52,,"Fayette, or, Bush revels : an original Australian comic opera, in three acts / written by J. Brunton Stephens ; composed by G.B. Allen",nla.obj-77278569,https://trove.nla.gov.au/work/11304656,
,"De Brune, Charles Francis Aidan, 1879-",1929,Book,http://nla.gov.au/nla.obj-35789843,336,,"Fifty years of progress in Australia, 1878-1928 / edited by Aidan de Brune",nla.obj-35789843,https://trove.nla.gov.au/work/11304812,
,"Adamson, Bartlett, 1884-1951",1943-1944,Book,http://nla.gov.au/nla.obj-363314079,32,,Frank Clune : author and ethnological anachronism / by Bartlett Adamson,nla.obj-363314079,https://trove.nla.gov.au/work/11305556,
,"Malone, J. J. (James Joseph)",1900-1929,Book,http://nla.gov.au/nla.obj-364810746,36,,"Gordon, the Australian poet / by J.J. Malone",nla.obj-364810746,https://trove.nla.gov.au/work/11306686,
,Australia. Department of Defence,1921-1983,Book,http://nla.gov.au/nla.obj-40965307,25,,Report by the Minister of State for Defence on the military occupation of the German New Guinea possessions,nla.obj-40965307,https://trove.nla.gov.au/work/11308160,
,"Wyatt, Ransome T. (Ransome Tovey), 1886-1945",1941-1995,Book,http://nla.gov.au/nla.obj-29899609,558,,"The history of Goulburn, N.S.W. / by Ransome T. Wyatt",nla.obj-29899609,https://trove.nla.gov.au/work/11308773,
,"Souter, Charles Henry, 1864-1944",1912-1919,Book,http://nla.gov.au/nla.obj-52790120,68,,Irish lords and other verses / by Charles Henry Souter,nla.obj-52790120,https://trove.nla.gov.au/work/11310494,
,"McCubbin, Alexander",1919-2003,Multi Volume Book,http://nla.gov.au/nla.obj-375325055,30,nla.obj-375260165,The Life and art of Walter Withers,nla.obj-375325055,https://trove.nla.gov.au/work/11313044,1.0
,"McCubbin, Alexander",1919-2003,Multi Volume Book,http://nla.gov.au/nla.obj-42322220,29,nla.obj-375260165,The Life and art of Walter Withers,nla.obj-42322220,https://trove.nla.gov.au/work/11313044,2.0
nla.obj-375325055|nla.obj-42322220,"McCubbin, Alexander",1919-2003,Multi Volume Book,http://nla.gov.au/nla.obj-375260165,0,,The Life and art of Walter Withers,nla.obj-375260165,https://trove.nla.gov.au/work/11313044,
,"Woomera, 1819-1900",1900-1984,Book,http://nla.gov.au/nla.obj-1639570,122,,The life and experiences of an ex-convict in Port Macquarie / by Woomera,nla.obj-1639570,https://trove.nla.gov.au/work/11313125,
,"Moore, J. Sheridan",1868,Book,http://nla.gov.au/nla.obj-431652524,36,,The life and genius of James Lionel Michael : with fifteen years' experience of literary life in Sydney ... / by J. Sheridan Moore,nla.obj-431652524,https://trove.nla.gov.au/work/11313158,
,"Silvester, Edward Kennedy",1853-1896,Book,http://nla.gov.au/nla.obj-436356993,242,,"New South Wales Constitution Bill : the speeches in the Legislative Council of New South Wales, on the second reading of the Bill for framing a new constitution for the colony / edited by Edward Kennedy Silvester",nla.obj-436356993,https://trove.nla.gov.au/work/11316111,
,"Holman, W. A. (William Arthur), 1871-1934",1915-1916,Book,http://nla.gov.au/nla.obj-37900786,15,,"Our debt to France : an address to the Sydney University Union on Friday, 24th September, 1915 / by W.A. Holman",nla.obj-37900786,https://trove.nla.gov.au/work/11317511,
,Victoria. Department of the Chief Secretary,1918,Book,https://nla.gov.au/nla.obj-493615900,31,,Lara Sanatorium for Inebriety / Department of the Honorable the Chief Secretary,nla.obj-493615900,https://trove.nla.gov.au/work/11322723,
